-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,169,170,403,402,169,170,-1,-1,-1,-1,-1,-1,169,170,-1,-1,-1,-1,-1
-1,-1,299,300,480,482,-1,209,210,443,442,209,210,-1,-1,-1,-1,12,13,209,210,14,15,-1,-1,-1
-1,-1,339,340,520,522,-1,-1,-1,179,180,-1,-1,-1,-1,488,-1,57,58,221,483,484,485,-1,-1,-1
-1,-1,379,380,560,562,451,-1,-1,219,220,-1,492,493,-1,528,-1,-1,-1,261,523,524,525,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,137,138,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,53,54,55,-1,-1,-1,280,281,282,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,216,93,94,95,218,-1,-1,320,321,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,527,-1,-1
-1,-1,256,133,134,135,258,-1,-1,360,361,362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,567,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,607,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
